n, Create-time(ns), Shuffle-time(ns), Copy-time(ns), reserve-time(ns), QS-time(ms), BS-time(ms), BSearch-time(ns), LSearch-time(ns), Total-time(m)
676000,1934500,2658100,1013800,18300,60,322700,120128300,0
681000,1852800,3139300,611100,9800,65,198300,117579600,0
686000,2981000,3149700,608900,8700,61,262000,118182900,0
691000,1804700,2809900,935900,8500,63,192400,118616200,0
696000,1819200,2706300,518600,19500,64,254700,116699900,0
701000,1971500,3381800,551100,8200,64,287900,118069900,0
706000,1854000,3118400,886500,11000,63,419800,119076300,0
711000,2138200,3534400,504000,9000,64,210200,122712400,0
716000,1799000,3301100,531400,19400,68,274800,121179600,0
721000,1908700,4019200,519600,10400,65,196900,124525400,0
726000,1871900,3302800,518600,8400,66,214200,127579700,0
731000,1906900,3464700,930800,8800,65,362000,125297000,0
736000,1920900,3414400,549400,10600,67,263900,127670100,0
741000,1945800,3498600,949500,13500,68,238500,123063400,0
746000,2370600,3004700,908500,10000,67,237600,122982100,0
751000,2019500,4122400,532100,13900,68,353500,122252700,0
756000,2406300,3228400,969200,9800,68,376200,135720300,0
761000,1918600,4254000,547000,8900,68,154300,131232400,0
766000,2303500,3486200,762300,10400,69,285800,125339600,0
771000,2033700,3599900,559700,19600,70,177400,135518700,0
776000,2410600,3608200,564300,9300,70,341200,132784100,0
781000,2187500,3382200,702000,8900,73,261400,136234700,0
786000,1945000,3585800,608600,8100,71,299000,132041900,0
791000,1949900,3601000,875800,19600,73,356100,132525700,0
796000,1952000,3470700,1173600,17500,73,261500,135992200,0
801000,2040300,3903700,555800,11800,73,340100,138083700,0
806000,1993600,4313300,866600,10900,72,321300,138825500,0
811000,1954300,3663800,1002700,8600,74,286900,138287800,0
816000,2011900,4025100,560600,9100,74,280500,136203700,0
821000,2306100,3815700,563900,19400,76,457200,149239000,0
826000,1934700,3384500,608200,8700,77,335800,140506200,0
831000,2130000,3941800,1139800,19700,75,326800,139766900,0
836000,2491600,3469900,844300,11400,75,217600,142401600,0
841000,2098000,3546600,620400,11100,78,376700,142555000,0
846000,2025200,4276400,735200,13400,77,253700,147161200,0
851000,2054300,3833200,607700,10700,81,321300,143227700,0
856000,2013800,4090900,1088300,10500,77,219000,147014100,0
861000,2026800,4267200,982400,9000,78,187900,150007900,0
866000,2289700,4158600,691400,15000,79,365000,151283500,0
871000,2391400,3932100,805300,8400,79,507700,150019000,0
876000,2035700,4911800,1063900,8200,81,385100,150890000,0
881000,2051000,5158000,654000,11700,83,212500,146118900,0
886000,2139500,4062500,823300,10900,84,323600,145699500,0
891000,2072900,3876100,640100,8300,82,270100,150658400,0
896000,2082600,3699600,664600,19300,81,264000,155704100,0
901000,2045400,4073400,605800,10100,82,369600,151630000,0
906000,2222600,4256500,1080000,9600,82,331500,154881300,0
911000,2093400,3959900,1099500,18600,85,318000,158002600,0
916000,2593100,4079900,860000,11100,85,371800,151581300,0
921000,2821300,4326500,699800,11400,87,272900,160244900,0
926000,2562100,4502800,657600,21600,87,222100,156421400,0
931000,2654200,4367600,753800,9900,87,342300,154295900,0
936000,2243400,3811800,1017100,18400,89,254000,165523700,0
941000,2128800,4312800,648100,9600,87,395200,166979300,0
946000,2174500,4166200,1179300,10000,86,327900,159812400,0
951000,2242800,4612100,664400,11300,87,335000,168215800,0
956000,2268400,4547000,832800,11800,87,361700,163108900,0
961000,2160700,3788700,1095200,10300,88,227200,166844000,0
966000,2223900,4470800,646700,8700,91,343900,162763700,0
971000,2097400,4529100,669600,8800,90,409600,165013800,0
976000,2301300,4479600,1034900,11200,89,185900,173438300,0
981000,2553900,4700800,671500,19400,89,276800,165876400,0
986000,2445800,4707300,1103800,9700,91,375700,169556800,0
991000,2187800,4543400,943800,19500,93,424600,169636600,0
996000,2198900,4367900,1212800,19300,93,338600,168551600,0
